main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
scuola dell'infanzia di sopramonte;scuola dell'infanzia di sopramonte;;paritaria/equiparata;;;carmen fattori;via canelli - sopramonte, 5 38123;trento;0461-867021;;sopramonte.presidente@fpsm.tn.it;;sopramonte.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30147;school
scuola dell'infanzia di spiazzo rendena;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via s vigilio, 5 38088;spiazzo;0465-801326;;spiazzo.rendena.contabile@fpsm.tn.it;;spiazzo.rendena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30149;institute
scuola dell'infanzia di spiazzo rendena;scuola dell'infanzia di spiazzo rendena;;paritaria/equiparata;;;alessandra pomilio;via s vigilio, 5 38088;spiazzo;0465-801326;;spiazzo.rendena.contabile@fpsm.tn.it;;spiazzo.rendena.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30149;school
scuola dell'infanzia di spormaggiore;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via dell asilo, 2 38010;spormaggiore; 0461 1827171;;spormaggiore.contabile@fpsm.tn.it;;spormaggiore.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30151;institute
scuola dell'infanzia di spormaggiore;scuola dell'infanzia di spormaggiore;;paritaria/equiparata;;;ute pancher;via dell asilo, 2 38010;spormaggiore; 0461 1827171;;spormaggiore.contabile@fpsm.tn.it;;spormaggiore.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30151;school
scuola dell'infanzia di stenico;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;piazza dante, 15 38070;stenico;0465-771019;;stenico.presidente@fpsm.tn.it;;stenico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30153;institute
scuola dell'infanzia di stenico;scuola dell'infanzia di stenico;;paritaria/equiparata;;;lorenzo santorum;piazza dante, 15 38070;stenico;0465-771019;;stenico.presidente@fpsm.tn.it;;stenico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30153;school
scuola dell'infanzia di storo;;scuola dell'infanzia;paritaria/equiparata;;;alessandra pomilio;via s floriano, 22 38089;storo;0465/898494;;storo.presidente@fpsm.tn.it;;storo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30155;institute
scuola dell'infanzia di storo;scuola dell'infanzia di storo;;paritaria/equiparata;;;alessandra pomilio;via s floriano, 22 38089;storo;0465/898494;;storo.presidente@fpsm.tn.it;;storo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30155;school
scuola dell'infanzia di strigno;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';piazza iv novembre - strigno, 11 38059;castel ivano;0461-762327;;strigno.presidente@fpsm.tn.it;;strigno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30157;institute
scuola dell'infanzia di strigno;scuola dell'infanzia di strigno;;paritaria/equiparata;;;daniela dalcastagne';piazza iv novembre - strigno, 11 38059;castel ivano;0461-762327;;strigno.presidente@fpsm.tn.it;;strigno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30157;school
scuola dell'infanzia di susà;;scuola dell'infanzia;paritaria/equiparata;;;mariangela simoncini;via dell asilo, 5 38057;pergine valsugana;0461-538471;;susa.presidente@fpsm.tn.it;;susa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30159;institute
scuola dell'infanzia di susà;scuola dell'infanzia di susà;;paritaria/equiparata;;;mariangela simoncini;via dell asilo, 5 38057;pergine valsugana;0461-538471;;susa.presidente@fpsm.tn.it;;susa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30159;school
"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via edison - taio, 3 38012;predaia;0463-468269;;taio.presidente@fpsm.tn.it;;taio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30161;institute
"scuola dell'infanzia di taio ""asilo infantile di taio odv""";"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;paritaria/equiparata;;;ute pancher;via edison - taio, 3 38012;predaia;0463-468269;;taio.presidente@fpsm.tn.it;;taio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30161;school
scuola dell'infanzia di telve;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via paradiso, 1 38050;telve;0461-766315;;telve.presidente@fpsm.tn.it;;telve.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30163;institute
scuola dell'infanzia di telve;scuola dell'infanzia di telve;;paritaria/equiparata;;;paola sangiorgi;via paradiso, 1 38050;telve;0461-766315;;telve.presidente@fpsm.tn.it;;telve.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30163;school
scuola dell'infanzia di tenno;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via brocchetti, 53 38060;tenno;0464-503034;;tenno.presidente@fpsm.tn.it;;tenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30165;institute
scuola dell'infanzia di tenno;scuola dell'infanzia di tenno;;paritaria/equiparata;;;luisa fontanari;via brocchetti, 53 38060;tenno;0464-503034;;tenno.presidente@fpsm.tn.it;;tenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30165;school
scuola dell'infanzia di tesero;;scuola dell'infanzia;paritaria/equiparata;;;tiziana ceol;via fia, 20 38038;tesero;0462-813045;;tesero.presidente@fpsm.tn.it;;tesero.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30167;institute
scuola dell'infanzia di tesero;scuola dell'infanzia di tesero;;paritaria/equiparata;;;tiziana ceol;via fia, 20 38038;tesero;0462-813045;;tesero.presidente@fpsm.tn.it;;tesero.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30167;school
scuola dell'infanzia di tezze valsugana;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via marconi, 8/a 38055;grigno;0461-769192;;tezze.presidente@fpsm.tn.it;;tezze.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30169;institute
scuola dell'infanzia di tezze valsugana;scuola dell'infanzia di tezze valsugana;;paritaria/equiparata;;;daniela dalcastagne';via marconi, 8/a 38055;grigno;0461-769192;;tezze.presidente@fpsm.tn.it;;tezze.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30169;school
"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";;scuola dell'infanzia;paritaria/equiparata;;;;piazza battisti, 4 38079;tione di trento;0461/321314;0461/329714;tione.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/61887;institute
"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";"scuola dell'infanzia di tione di trento ""don giovanni failoni""";;paritaria/equiparata;;;;piazza battisti, 4 38079;tione di trento;0465 321314;0461/329714;tione.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/61887;school
scuola dell'infanzia di tonadico;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';via fuganti - tonadico, 8 38054;primiero san martino di castrozza;0439-762062;;tonadico.segretario@fpsm.tn.it;;tonadico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30171;institute
scuola dell'infanzia di tonadico;scuola dell'infanzia di tonadico;;paritaria/equiparata;;;daniela dalcastagne';via fuganti - tonadico, 8 38054;primiero san martino di castrozza;0439-762062;;tonadico.segretario@fpsm.tn.it;;tonadico.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30171;school
scuola dell'infanzia di torbole;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via don davide gioppi, 72 38069;nago-torbole;0464-505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30173;institute
scuola dell'infanzia di torbole;scuola dell'infanzia di torbole;;paritaria/equiparata;;;luisa fontanari;via don davide gioppi, 72 38069;nago-torbole;0464-505159;;torbole.presidente@fpsm.tn.it;;torbole.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30173;school
scuola dell'infanzia di torcegno odv;;scuola dell'infanzia;paritaria/equiparata;;;paola sangiorgi;via della fontana, 15 38050;torcegno;0461-760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30175;institute
scuola dell'infanzia di torcegno odv;scuola dell'infanzia di torcegno odv;;paritaria/equiparata;;;paola sangiorgi;via della fontana, 15 38050;torcegno;0461-760796;;torcegno.presidente@fpsm.tn.it;;torcegno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30175;school
scuola dell'infanzia di transacqua;;scuola dell'infanzia;paritaria/equiparata;;;daniela dalcastagne';piazza municipio - transacqua, 11 38054;primiero san martino di castrozza;0439-62313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30177;institute
scuola dell'infanzia di transacqua;scuola dell'infanzia di transacqua;;paritaria/equiparata;;;daniela dalcastagne';piazza municipio - transacqua, 11 38054;primiero san martino di castrozza;0439-62313;;transacqua.presidente@fpsm.tn.it;;transacqua.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30177;school
"scuola dell'infanzia di trento  ""pedrotti""";;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via asilo pedrotti, 2 38122;trento;0461-914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30181;institute
"scuola dell'infanzia di trento  ""pedrotti""";"scuola dell'infanzia di trento  ""pedrotti""";;paritaria/equiparata;;;sandra ciappi;via asilo pedrotti, 2 38122;trento;0461-914039;;trento.pedrotti.presidente@fpsm.tn.it;;trento.pedrotti.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30181;school
scuola dell'infanzia di trento  canossiane;;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via dei paradisi, 4 38122;trento;0461/231775;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30185;institute
scuola dell'infanzia di trento  canossiane;scuola dell'infanzia di trento  canossiane;;paritaria/equiparata;;;ivana leonardelli;via dei paradisi, 4 38122;trento;0461/231775;;trento.canossiane.segretario@fpsm.tn.it;;trento.canossiane.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30185;school
scuola dell'infanzia di trento  s. bartolomeo;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;viale dei tigli, 9/1 38123;trento;0461-924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30187;institute
scuola dell'infanzia di trento  s. bartolomeo;scuola dell'infanzia di trento  s. bartolomeo;;paritaria/equiparata;;;sandra ciappi;viale dei tigli, 9/1 38123;trento;0461-924555;;trento.s.bartolomeo.segretario@fpsm.tn.it;;trento.s.bartolomeo.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30187;school
"scuola dell'infanzia di trento ""antonio tambosi odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via francesco ferruccio, 4 38122;trento;0461/237392;0461-237392;scuolamaterna.tambosi@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30179;institute
"scuola dell'infanzia di trento ""antonio tambosi odv""";"scuola dell'infanzia di trento ""antonio tambosi odv""";;paritaria/equiparata;;;;via francesco ferruccio, 4 38122;trento;0461/237392;0461-237392;scuolamaterna.tambosi@gmail.com;;;;;https://www.vivoscuola.it/content/view/full/30179;school
"scuola dell'infanzia di trento ""g. b. zanella odv""";;scuola dell'infanzia;paritaria/equiparata;;;alessandra bianchi;via gar, 1 38122;trento;0461-233744;0461-233744;segreteria@gbzanella.it;;;;;https://www.vivoscuola.it/content/view/full/30189;institute
"scuola dell'infanzia di trento ""g. b. zanella odv""";"scuola dell'infanzia di trento ""g. b. zanella odv""";;paritaria/equiparata;;;alessandra bianchi;via gar, 1 38122;trento;0461-233744;0461-233744;segreteria@gbzanella.it;;;;;https://www.vivoscuola.it/content/view/full/30189;school
"scuola dell'infanzia di trento ""s. antonio odv""";;scuola dell'infanzia;paritaria/equiparata;;;;via adamello, 2 38122;trento;0461/911027;0461/394133;s.antonio.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30191;institute
"scuola dell'infanzia di trento ""s. antonio odv""";"scuola dell'infanzia di trento ""s. antonio odv""";;paritaria/equiparata;;;;via adamello, 2 38122;trento;0461/911027;0461/394133;s.antonio.materna@associazionecoesi.com;;;;;https://www.vivoscuola.it/content/view/full/30191;school
"scuola dell'infanzia di trento ""sacro cuore odv""";;scuola dell'infanzia;paritaria/equiparata;;;sara tonazzoli;piazza s teresa verzeri, 4 38122;trento;0461/981465;;materna@istitutosacrocuore.it;;;;;https://www.vivoscuola.it/content/view/full/92009;institute
"scuola dell'infanzia di trento ""sacro cuore odv""";"scuola dell'infanzia di trento ""sacro cuore odv""";;paritaria/equiparata;;;sara tonazzoli;piazza s teresa verzeri, 4 38122;trento;0461/981465;;materna@istitutosacrocuore.it;;;;;https://www.vivoscuola.it/content/view/full/92009;school
"scuola dell'infanzia di trento cognola  ""b. kofler""";;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via kofler, 10 38121;trento;0461 235069;0461 983903;cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30193;institute
"scuola dell'infanzia di trento cognola  ""b. kofler""";"scuola dell'infanzia di trento cognola ""b. kofler""";;paritaria/equiparata;;;ivana leonardelli;via kofler, 10 38121;trento;0461 235069;0461 983903;cognola.segretario@fpsm.tn.it;;cognola.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30193;school
scuola dell'infanzia di trento la clarina;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via einaudi, 66 38123;trento;0461-923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30195;institute
scuola dell'infanzia di trento la clarina;scuola dell'infanzia di trento la clarina;;paritaria/equiparata;;;sandra ciappi;via einaudi, 66 38123;trento;0461-923464;;trento.clarina.presidente@fpsm.tn.it;;trento.clarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30195;school
"scuola dell'infanzia di trento san donà ""b. kofler""";;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via per cognola, 43 38122;trento;0461 260977;0461 983903;cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30197;institute
"scuola dell'infanzia di trento san donà ""b. kofler""";"scuola dell'infanzia di trento san donà ""b. kofler""";;paritaria/equiparata;;;ivana leonardelli;via per cognola, 43 38122;trento;0461 260977;0461 983903;cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30197;school
scuola dell'infanzia di tuenno;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via marconi - tuenno, 2 38019;ville d'anaunia;0463-451238;;tuenno.segretario@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30199;institute
scuola dell'infanzia di tuenno;scuola dell'infanzia di tuenno;;paritaria/equiparata;;;ute pancher;via marconi - tuenno, 2 38019;ville d'anaunia;0463-451238;;tuenno.segretario@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30199;school
scuola dell'infanzia di varone;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via sega, 5 38066;riva del garda;0464-521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30201;institute
scuola dell'infanzia di varone;scuola dell'infanzia di varone;;paritaria/equiparata;;;luisa fontanari;via sega, 5 38066;riva del garda;0464-521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30201;school
scuola dell'infanzia di vermiglio;;scuola dell'infanzia;paritaria/equiparata;;;roberta bertolas;via di s pietro, 26 38029;vermiglio;0463-758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30203;institute
scuola dell'infanzia di vermiglio;scuola dell'infanzia di vermiglio;;paritaria/equiparata;;;roberta bertolas;via di s pietro, 26 38029;vermiglio;0463-758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30203;school
scuola dell'infanzia di vezzano;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via dante - vezzano, 24 38070;vallelaghi;0461-864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30205;institute
scuola dell'infanzia di vezzano;scuola dell'infanzia di vezzano;;paritaria/equiparata;;;sandra ciappi;via dante - vezzano, 24 38070;vallelaghi;0461-864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30205;school
scuola dell'infanzia di vigo cavedine;;scuola dell'infanzia;paritaria/equiparata;;;gianna angeli;via scuola materna, 1 38073;cavedine;0461-566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30207;institute
scuola dell'infanzia di vigo cavedine;scuola dell'infanzia di vigo cavedine;;paritaria/equiparata;;;gianna angeli;via scuola materna, 1 38073;cavedine;0461-566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30207;school
