id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
964;"scuola dell'infanzia di trento san donà ""b. kofler""";"scuola dell'infanzia di trento san donà ""b. kofler""";;paritaria/equiparata;;;ivana leonardelli;via per cognola, 43 38122;trento;0461260977;0461 983903;cognola.segretario@fpsm.tn.it;;trento.san.dona.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30197;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30198
965;scuola dell'infanzia di tuenno;;scuola dell'infanzia;paritaria/equiparata;;;ute pancher;via marconi - tuenno, 2 38019;ville d'anaunia;0463451238;;tuenno.segretario@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30199;institute;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;
966;scuola dell'infanzia di tuenno;scuola dell'infanzia di tuenno;;paritaria/equiparata;;;ute pancher;via marconi - tuenno, 2 38019;ville d'anaunia;0463451238;;tuenno.segretario@fpsm.tn.it;;tuenno.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30199;school;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;https://www.vivoscuola.it/content/view/full/30200
967;scuola dell'infanzia di varone;;scuola dell'infanzia;paritaria/equiparata;;;luisa fontanari;via sega, 5 38066;riva del garda;0464521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30201;institute;https://it.wikipedia.org/wiki/Riva_del_Garda;
968;scuola dell'infanzia di varone;scuola dell'infanzia di varone;;paritaria/equiparata;;;luisa fontanari;via sega, 5 38066;riva del garda;0464521350;;varone.presidente@fpsm.tn.it;;varone.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30201;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/30202
969;scuola dell'infanzia di vermiglio;;scuola dell'infanzia;paritaria/equiparata;;;roberta bertolas;via di s pietro, 26 38029;vermiglio;0463758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30203;institute;https://it.wikipedia.org/wiki/Vermiglio_(Italia);
970;scuola dell'infanzia di vermiglio;scuola dell'infanzia di vermiglio;;paritaria/equiparata;;;roberta bertolas;via di s pietro, 26 38029;vermiglio;0463758141;;vermiglio.presidente@fpsm.tn.it;;vermiglio.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30203;school;https://it.wikipedia.org/wiki/Vermiglio_(Italia);https://www.vivoscuola.it/content/view/full/30204
971;scuola dell'infanzia di vezzano;;scuola dell'infanzia;paritaria/equiparata;;;sandra ciappi;via dante - vezzano, 24 38070;vallelaghi;0461864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30205;institute;https://it.wikipedia.org/wiki/Vallelaghi;
972;scuola dell'infanzia di vezzano;scuola dell'infanzia di vezzano;;paritaria/equiparata;;;sandra ciappi;via dante - vezzano, 24 38070;vallelaghi;0461864918;;vezzano.presidente@fpsm.tn.it;;vezzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30205;school;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/30206
973;scuola dell'infanzia di vigo cavedine;;scuola dell'infanzia;paritaria/equiparata;;;gianna angeli;via scuola materna, 1 38073;cavedine;0461566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30207;institute;https://it.wikipedia.org/wiki/Cavedine;
974;scuola dell'infanzia di vigo cavedine;scuola dell'infanzia di vigo cavedine;;paritaria/equiparata;;;gianna angeli;via scuola materna, 1 38073;cavedine;0461566061;;vigo.cavedine.presidente@fpsm.tn.it;;vigo.cavedine.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30207;school;https://it.wikipedia.org/wiki/Cavedine;https://www.vivoscuola.it/content/view/full/30208
975;scuola dell'infanzia di vigo cortesano;;scuola dell'infanzia;paritaria/equiparata;;;carmen fattori;via madonna dei prati, 3 38121;trento;0461448252;;vigo.meano.presidente@fpsm.tn.it;;vigo.meano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30209;institute;https://it.wikipedia.org/wiki/Trento;
976;scuola dell'infanzia di vigo cortesano;scuola dell'infanzia di vigo cortesano;;paritaria/equiparata;;;carmen fattori;via madonna dei prati, 3 38121;trento;0461448252;;vigo.meano.presidente@fpsm.tn.it;;vigo.meano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30209;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30210
977;scuola dell'infanzia di vigo di fassa;;scuola dell'infanzia;paritaria/equiparata;;;sara de zolt;strada giuseppe soraperra - pozza di fassa, 4 38036;san giovanni di fassa;0462763194;;vigo.fassa.presidente@fpsm.tn.it;;vigo.fassa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30213;institute;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;
978;scuola dell'infanzia di vigo di fassa;scuola dell'infanzia di vigo di fassa;;paritaria/equiparata;;;sara de zolt;strada giuseppe soraperra - pozza di fassa, 4 38036;san giovanni di fassa;0462763194;;vigo.fassa.presidente@fpsm.tn.it;;vigo.fassa.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30213;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/30214
979;scuola dell'infanzia di vigo di ton;;scuola dell'infanzia;paritaria/equiparata;;;elena ricci;piazza guardi, 7 38010;ton;0461657897;;vigo.ton.segretario@fpsm.tn.it;;vigo.ton.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30215;institute;https://it.wikipedia.org/wiki/Ton;
980;scuola dell'infanzia di vigo di ton;scuola dell'infanzia di vigo di ton;;paritaria/equiparata;;;elena ricci;piazza guardi, 7 38010;ton;0461657897;;vigo.ton.segretario@fpsm.tn.it;;vigo.ton.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30215;school;https://it.wikipedia.org/wiki/Ton;https://www.vivoscuola.it/content/view/full/30216
981;scuola dell'infanzia di vigo lomaso;;scuola dell'infanzia;paritaria/equiparata;;;lorenzo santorum;frazione vigo lomaso - lomaso, 1 38070;comano terme;0465701249;;vigo.lomaso.presidente@fpsm.tn.it;;vigo.lomaso.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30211;institute;https://it.wikipedia.org/wiki/Comano_Terme;
982;scuola dell'infanzia di vigo lomaso;scuola dell'infanzia di vigo lomaso;;paritaria/equiparata;;;lorenzo santorum;frazione vigo lomaso - lomaso, 1 38070;comano terme;0465701249;;vigo.lomaso.presidente@fpsm.tn.it;;vigo.lomaso.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30211;school;https://it.wikipedia.org/wiki/Comano_Terme;https://www.vivoscuola.it/content/view/full/30212
983;scuola dell'infanzia di villa lagarina;;scuola dell'infanzia;paritaria/equiparata;;;roberta medeghini;via monsignor gosetti, 3 38060;villa lagarina;0464411101;;villalagarina.presidente@fpsm.tn.it;;villalagarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30217;institute;https://it.wikipedia.org/wiki/Villa_Lagarina;
984;scuola dell'infanzia di villa lagarina;scuola dell'infanzia di villa lagarina;;paritaria/equiparata;;;roberta medeghini;via monsignor gosetti, 3 38060;villa lagarina;0464411101;;villalagarina.presidente@fpsm.tn.it;;villalagarina.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30217;school;https://it.wikipedia.org/wiki/Villa_Lagarina;https://www.vivoscuola.it/content/view/full/30218
985;scuola dell'infanzia di villamontagna;;scuola dell'infanzia;paritaria/equiparata;;;carmen fattori;via dei carli, 16 38121;trento;0461209045;;villamontagna.segretario@fpsm.tn.it;;villamontagna.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30219;institute;https://it.wikipedia.org/wiki/Trento;
986;scuola dell'infanzia di villamontagna;scuola dell'infanzia di villamontagna;;paritaria/equiparata;;;carmen fattori;via dei carli, 16 38121;trento;0461209045;;villamontagna.segretario@fpsm.tn.it;;villamontagna.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30219;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30220
987;scuola dell'infanzia di villazzano;;scuola dell'infanzia;paritaria/equiparata;;;ivana leonardelli;via giordano, 15 38123;trento;0461920382;;villazzano.segretario@fpsm.tn.it;;villazzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30221;institute;https://it.wikipedia.org/wiki/Trento;
988;scuola dell'infanzia di villazzano;scuola dell'infanzia di villazzano;;paritaria/equiparata;;;ivana leonardelli;via giordano, 15 38123;trento;0461920382;;villazzano.segretario@fpsm.tn.it;;villazzano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30221;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/30222
989;scuola dell'infanzia di volano;;scuola dell'infanzia;paritaria/equiparata;;;silvano medves;via s maria, 13 38060;volano;0464411516;;volano.segretario@fpsm.tn.it;;volano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30223;institute;https://it.wikipedia.org/wiki/Volano_(Italia);
990;scuola dell'infanzia di volano;scuola dell'infanzia di volano;;paritaria/equiparata;;;silvano medves;via s maria, 13 38060;volano;0464411516;;volano.segretario@fpsm.tn.it;;volano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30223;school;https://it.wikipedia.org/wiki/Volano_(Italia);https://www.vivoscuola.it/content/view/full/30224
991;scuola dell'infanzia di ziano di fiemme;;scuola dell'infanzia;paritaria/equiparata;;;sara de zolt;piazza italia, 8 38030;ziano di fiemme;3703621992;;ziano.presidente@fpsm.tn.it;;ziano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30225;institute;https://it.wikipedia.org/wiki/Ziano_di_Fiemme;
992;scuola dell'infanzia di ziano di fiemme;scuola dell'infanzia di ziano di fiemme;;paritaria/equiparata;;;sara de zolt;piazza italia, 8 38030;ziano di fiemme;3703621992;;ziano.presidente@fpsm.tn.it;;ziano.segretario@fpsm.tn.it;;;https://www.vivoscuola.it/content/view/full/30225;school;https://it.wikipedia.org/wiki/Ziano_di_Fiemme;https://www.vivoscuola.it/content/view/full/30226
993;scuola ladina di fassa - scola ladina de fascia;;istituzione scolastica e formativa;a carattere statale/provinciale;federico corradini;;;strada giuseppe soraperra - pozza di fassa, 6 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnic85000q;https://www.vivoscuola.it/content/view/full/29907;institute;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;
994;scuola ladina di fassa - scola ladina de fascia;liceo artistico;;a carattere statale/provinciale;federico corradini;;;strada dolomites - pozza di fassa, 7 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnsd010009;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29908
995;scuola ladina di fassa - scola ladina de fascia;liceo ladino delle lingue;;a carattere statale/provinciale;federico corradini;;;strada de pra del monech, 6 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnps09000q;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29909
996;scuola ladina di fassa - scola ladina de fascia;liceo scientifico;;a carattere statale/provinciale;federico corradini;;;strada de pra del monech, 6 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnps09000q;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29910
997;scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""don g. b. massar"" vigo di fassa";;a carattere statale/provinciale;federico corradini;;;piaz jan batista massar - vigo di fassa, 14 38039;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnee850063;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29911
998;scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""don l. gross"" pozza di fassa";;a carattere statale/provinciale;federico corradini;;;strada de bagnes - pozza di fassa, 10 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnee85003x;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29912
999;scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""g. rizzi"" canazei";;a carattere statale/provinciale;federico corradini;;;via de magoa, 15 38032;canazei;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnee85001t;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/Canazei;https://www.vivoscuola.it/content/view/full/29913
1000;scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""padre e. chiocchetti"" moena";;a carattere statale/provinciale;federico corradini;;;strada don giovanni iori, 19 38035;moena;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnee85002v;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/Moena;https://www.vivoscuola.it/content/view/full/29914
1001;scuola ladina di fassa - scola ladina de fascia;"scuola secondaria di primo grado ""don g. jori"" moena";;a carattere statale/provinciale;federico corradini;;;strada don giovanni iori, 19 38035;moena;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnmm85002t;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/Moena;https://www.vivoscuola.it/content/view/full/29915
1002;scuola ladina di fassa - scola ladina de fascia;"scuola secondaria di primo grado ""t. soraruf"" campitello di fassa";;a carattere statale/provinciale;federico corradini;;;strèda de marin, 3/a 38031;campitello di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnmm85001r;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/Campitello_di_Fassa;https://www.vivoscuola.it/content/view/full/29916
1003;scuola ladina di fassa - scola ladina de fascia;scuola secondaria di primo grado pozza di fassa;;a carattere statale/provinciale;federico corradini;;;strada dolomites - pozza di fassa, 67 38036;san giovanni di fassa;0462763702;0462/760001;scuolaladinadifassa@pec.provincia.tn.it;dir.scuolaladinadifassa@scuole.provincia.tn.it;segr.scuolaladinadifassa@scuole.provincia.tn.it;https://www.scuolaladina.com/;tnmm85003v;https://www.vivoscuola.it/content/view/full/29907;school;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;https://www.vivoscuola.it/content/view/full/29917
1004;scuola paritaria la vela - fondazione famiglia materna - rovereto;;istituzione scolastica e formativa;paritaria/equiparata;stefania nicolli;;;via saibanti, 6 38068;rovereto;0464434047;;segreteria@lavela.famigliamaterna.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;https://www.scuolalavela.it;;https://www.vivoscuola.it/content/view/full/29241;institute;https://it.wikipedia.org/wiki/Rovereto;
1005;scuola paritaria la vela - fondazione famiglia materna - rovereto;"scuola primaria ""la vela"" rovereto";;paritaria/equiparata;stefania nicolli;;;via saibanti, 6 38068;rovereto;0464434047;;segreteria@lavela.famigliamaterna.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;https://www.scuolalavela.it;tn1e00700t;https://www.vivoscuola.it/content/view/full/29241;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29242
1006;scuola paritaria la vela - fondazione famiglia materna - rovereto;"scuola secondaria di primo grado ""la vela"" rovereto";;paritaria/equiparata;stefania nicolli;;;via saibanti, 6 38068;rovereto;0464435746;;amministrazione@scuolalavela.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;https://www.scuolalavela.it;tn1m00900p;https://www.vivoscuola.it/content/view/full/29241;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29243
1007;"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";;istituzione scolastica e formativa;paritaria/equiparata;giovanni scalfi;claudio march;;via murialdo, 30 38045;civezzano;0461857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;;https://www.vivoscuola.it/content/view/full/29918;institute;https://it.wikipedia.org/wiki/Civezzano;
